year,schoolID,propClinical,propJunior,propSenior,over70,over70Clinical,under40,under40Clinical,female,femaleClinical,femaleClinicalOnly,minority,minorityClinical,minorityClinicalOnly,minorityFemale,minorityMale,age,propCollegeDeg,propLawDeg,propAdvLawDeg,propGradDeg,private,uncappedYear,HBCU,continental
2012,S123,0.2,0.2,0.6,0.05,0.0416666666666667,0.125,0.125,0.275,0.38,0.8,0.1,0.1,0.1,0.025,0.075,53.3125,0.975,1,0.35,0.35,0,1994,0,1
2013,S123,0.196078431372549,0.196078431372549,0.607843137254902,0.0487804878048781,0.0408163265306122,0.0731707317073171,0.0612244897959184,0.292682926829268,0.392156862745098,0.8,0.0975609756097561,0.0980392156862745,0.1,0.024390243902439,0.0731707317073171,53.9591836734694,0.975609756097561,1,0.341463414634146,0.341463414634146,0,1994,0,1
2014,S123,0.2,0.2,0.6,0.05,0.0416666666666667,0.075,0.0625,0.3,0.4,0.8,0.1,0.1,0.1,0.05,0.05,55.5,0.975,1,0.325,0.325,0,1994,0,1
2015,S123,0.204081632653061,0.204081632653061,0.591836734693878,0.128205128205128,0.106382978723404,0.0512820512820513,0.0425531914893617,0.282051282051282,0.387755102040816,0.8,0.0769230769230769,0.0816326530612245,0.1,0.0256410256410256,0.0512820512820513,56.3191489361702,0.974358974358974,1,0.333333333333333,0.333333333333333,0,1994,0,1
1979,S123,0,0.555555555555556,0.444444444444444,0,0,0.694444444444445,0.694444444444445,0.138888888888889,0.138888888888889,,0.0277777777777778,0.0277777777777778,,0,0.0277777777777778,39.5,0.916666666666667,0.944444444444444,0.194444444444444,0.194444444444444,0,1994,0,1
1980,S123,0.027027027027027,0.405405405405405,0.567567567567568,0,0,0.611111111111111,0.621621621621622,0.111111111111111,0.108108108108108,0,0.0555555555555556,0.0540540540540541,0,0,0.0555555555555556,40.5945945945946,0.944444444444444,0.944444444444444,0.222222222222222,0.222222222222222,0,1994,0,1
1981,S123,0.0238095238095238,0.428571428571429,0.547619047619048,0.024390243902439,0.0238095238095238,0.560975609756098,0.571428571428571,0.0975609756097561,0.0952380952380952,0,0.0487804878048781,0.0476190476190476,0,0,0.0487804878048781,41.6428571428571,0.926829268292683,0.926829268292683,0.195121951219512,0.195121951219512,0,1994,0,1
1982,S123,0,0.447368421052632,0.552631578947369,0,0,0.552631578947369,0.552631578947369,0.105263157894737,0.105263157894737,,0.0263157894736842,0.0263157894736842,,0,0.0263157894736842,41.8684210526316,0.947368421052632,0.947368421052632,0.184210526315789,0.184210526315789,0,1994,0,1
1983,S123,0,0.435897435897436,0.564102564102564,0,0,0.512820512820513,0.512820512820513,0.102564102564103,0.102564102564103,,0.0256410256410256,0.0256410256410256,,0,0.0256410256410256,42.6923076923077,0.948717948717949,0.948717948717949,0.17948717948718,0.17948717948718,0,1994,0,1
1984,S123,0,0.45,0.55,0,0,0.525,0.525,0.1,0.1,,0.025,0.025,,0,0.025,43.375,0.925,0.95,0.175,0.175,0,1994,0,1
1985,S123,0.075,0.375,0.55,0,0,0.513513513513514,0.513513513513514,0.135135135135135,0.15,0.333333333333333,0.027027027027027,0.025,0,0,0.027027027027027,44.6756756756757,0.918918918918919,0.945945945945946,0.189189189189189,0.189189189189189,0,1994,0,1
1986,S123,0.0810810810810811,0.351351351351351,0.567567567567568,0,0,0.411764705882353,0.411764705882353,0.176470588235294,0.189189189189189,0.333333333333333,0.0294117647058824,0.027027027027027,0,0,0.0294117647058824,44.7058823529412,0.941176470588235,0.941176470588235,0.235294117647059,0.235294117647059,0,1994,0,1
1991,S123,0.0277777777777778,0.333333333333333,0.638888888888889,0,0,0.228571428571429,0.228571428571429,0.171428571428571,0.194444444444444,1,0.0857142857142857,0.0833333333333333,0,0,0.0857142857142857,46.6857142857143,0.942857142857143,0.942857142857143,0.314285714285714,0.314285714285714,0,1994,0,1
1971,S123,0,0.631578947368421,0.368421052631579,0,0,0.631578947368421,0.631578947368421,0.0526315789473684,0.0526315789473684,,0.0526315789473684,0.0526315789473684,,0,0.0526315789473684,39.5789473684211,0.842105263157895,0.947368421052632,0.105263157894737,0.105263157894737,0,1994,0,1
1974,S123,0,0.52,0.48,0,0,0.76,0.76,0.16,0.16,,0.04,0.04,,0,0.04,38.08,0.88,0.92,0.2,0.2,0,1994,0,1
1975,S123,0,0.5,0.5,0,0,0.708333333333333,0.708333333333333,0.125,0.125,,0.0416666666666667,0.0416666666666667,,0,0.0416666666666667,38.7083333333333,0.916666666666667,0.916666666666667,0.25,0.25,0,1994,0,1
1976,S123,0,0.53125,0.46875,0,0,0.71875,0.71875,0.1875,0.1875,,0.03125,0.03125,,0,0.03125,37.9375,0.90625,0.9375,0.28125,0.28125,0,1994,0,1
1977,S123,0,0.529411764705882,0.470588235294118,0,0,0.705882352941177,0.705882352941177,0.176470588235294,0.176470588235294,,0.0294117647058824,0.0294117647058824,,0,0.0294117647058824,38.0588235294118,0.911764705882353,0.941176470588235,0.264705882352941,0.264705882352941,0,1994,0,1
1978,S123,0,0.515151515151515,0.484848484848485,0,0,0.696969696969697,0.696969696969697,0.151515151515152,0.151515151515152,,0.0303030303030303,0.0303030303030303,,0,0.0303030303030303,38.7878787878788,0.939393939393939,0.939393939393939,0.212121212121212,0.212121212121212,0,1994,0,1
1988,S123,0,0.388888888888889,0.611111111111111,0,0,0.361111111111111,0.361111111111111,0.194444444444444,0.194444444444444,,0.0555555555555556,0.0555555555555556,,0,0.0555555555555556,46.1944444444444,0.944444444444444,0.944444444444444,0.25,0.25,0,1994,0,1
1989,S123,0,0.333333333333333,0.666666666666667,0.0277777777777778,0.0277777777777778,0.305555555555556,0.305555555555556,0.166666666666667,0.166666666666667,,0.0555555555555556,0.0555555555555556,,0,0.0555555555555556,47.3055555555556,0.944444444444444,0.944444444444444,0.25,0.25,0,1994,0,1
1990,S123,0,0.394736842105263,0.605263157894737,0.0263157894736842,0.0263157894736842,0.263157894736842,0.263157894736842,0.157894736842105,0.157894736842105,,0.0789473684210526,0.0789473684210526,,0,0.0789473684210526,46.8421052631579,0.947368421052632,0.947368421052632,0.289473684210526,0.289473684210526,0,1994,0,1
1987,S123,0,0.424242424242424,0.575757575757576,0,0,0.484848484848485,0.484848484848485,0.242424242424242,0.242424242424242,,0.0303030303030303,0.0303030303030303,,0,0.0303030303030303,43.9393939393939,0.909090909090909,0.909090909090909,0.272727272727273,0.272727272727273,0,1994,0,1
1989,S124,0.0444444444444444,0.244444444444444,0.711111111111111,0.0232558139534884,0.0222222222222222,0.27906976744186,0.266666666666667,0.255813953488372,0.244444444444444,0,0.0697674418604651,0.0666666666666667,0,0.0232558139534884,0.0465116279069768,48.7777777777778,0.883720930232558,1,0.162790697674419,0.162790697674419,1,1994,0,1
1990,S124,0.0476190476190476,0.261904761904762,0.690476190476191,0.075,0.0714285714285714,0.175,0.166666666666667,0.25,0.238095238095238,0,0.125,0.119047619047619,0,0.025,0.1,49.2142857142857,0.85,1,0.175,0.175,1,1994,0,1
1991,S124,0.0416666666666667,0.25,0.708333333333333,0.0652173913043478,0.0625,0.195652173913043,0.1875,0.260869565217391,0.25,0,0.130434782608696,0.125,0,0.0652173913043478,0.0652173913043478,49.7916666666667,0.869565217391304,1,0.217391304347826,0.217391304347826,1,1994,0,1
1992,S124,0.0425531914893617,0.191489361702128,0.765957446808511,0.0666666666666667,0.0638297872340426,0.133333333333333,0.127659574468085,0.244444444444444,0.234042553191489,0,0.133333333333333,0.127659574468085,0,0.0666666666666667,0.0666666666666667,50.4255319148936,0.866666666666667,1,0.222222222222222,0.222222222222222,1,1994,0,1
1993,S124,0.0434782608695652,0.173913043478261,0.782608695652174,0.0454545454545455,0.0434782608695652,0.113636363636364,0.108695652173913,0.272727272727273,0.260869565217391,0,0.136363636363636,0.130434782608696,0,0.0681818181818182,0.0681818181818182,50.6739130434783,0.863636363636364,1,0.204545454545455,0.204545454545455,1,1994,0,1
1997,S124,0.0784313725490196,0.156862745098039,0.764705882352941,0.127659574468085,0.12,0.106382978723404,0.1,0.297872340425532,0.294117647058824,0.25,0.170212765957447,0.156862745098039,0,0.0851063829787234,0.0851063829787234,54.76,0.851063829787234,1,0.234042553191489,0.234042553191489,1,1994,0,1
1994,S124,0.0425531914893617,0.148936170212766,0.808510638297872,0.0666666666666667,0.0638297872340426,0.0888888888888889,0.0851063829787234,0.266666666666667,0.25531914893617,0,0.155555555555556,0.148936170212766,0,0.0666666666666667,0.0888888888888889,52.063829787234,0.866666666666667,1,0.177777777777778,0.177777777777778,1,1994,0,1
2002,S124,0.0638297872340426,0.191489361702128,0.74468085106383,0.0681818181818182,0.0638297872340426,0.159090909090909,0.170212765957447,0.227272727272727,0.276595744680851,1,0.159090909090909,0.148936170212766,0,0.0681818181818182,0.0909090909090909,53.1063829787234,0.909090909090909,1,0.25,0.25,1,1994,0,1
2003,S124,0.0666666666666667,0.133333333333333,0.8,0.0714285714285714,0.0666666666666667,0.166666666666667,0.177777777777778,0.238095238095238,0.288888888888889,1,0.166666666666667,0.155555555555556,0,0.0714285714285714,0.0952380952380952,52.6666666666667,0.904761904761905,1,0.261904761904762,0.261904761904762,1,1994,0,1
2004,S124,0.0869565217391304,0.108695652173913,0.804347826086957,0.0714285714285714,0.0652173913043478,0.142857142857143,0.173913043478261,0.261904761904762,0.326086956521739,1,0.166666666666667,0.173913043478261,0.25,0.0714285714285714,0.0952380952380952,53.1086956521739,0.880952380952381,1,0.261904761904762,0.261904761904762,1,1994,0,1
2005,S124,0.127659574468085,0.106382978723404,0.765957446808511,0.146341463414634,0.127659574468085,0.121951219512195,0.170212765957447,0.268292682926829,0.361702127659575,1,0.170731707317073,0.191489361702128,0.333333333333333,0.0731707317073171,0.0975609756097561,53.2553191489362,0.853658536585366,1,0.292682926829268,0.292682926829268,1,1994,0,1
2006,S124,0.12,0.14,0.74,0.136363636363636,0.12,0.181818181818182,0.18,0.295454545454545,0.38,1,0.227272727272727,0.22,0.166666666666667,0.113636363636364,0.113636363636364,53.06,0.863636363636364,1,0.295454545454545,0.295454545454545,1,1994,0,1
2007,S124,0.104166666666667,0.145833333333333,0.75,0.116279069767442,0.106382978723404,0.13953488372093,0.148936170212766,0.302325581395349,0.375,1,0.232558139534884,0.229166666666667,0.2,0.116279069767442,0.116279069767442,54.0851063829787,0.883720930232558,1,0.27906976744186,0.27906976744186,1,1994,0,1
2008,S124,0.108695652173913,0.130434782608696,0.760869565217391,0.1,0.0888888888888889,0.175,0.177777777777778,0.341463414634146,0.41304347826087,1,0.219512195121951,0.217391304347826,0.2,0.121951219512195,0.0975609756097561,53.4444444444445,0.853658536585366,0.975609756097561,0.292682926829268,0.292682926829268,1,1994,0,1
2009,S124,0.181818181818182,0.136363636363636,0.681818181818182,0.0571428571428571,0.0465116279069768,0.228571428571429,0.209302325581395,0.361111111111111,0.477272727272727,1,0.222222222222222,0.204545454545455,0.125,0.138888888888889,0.0833333333333333,51.6279069767442,0.833333333333333,0.972222222222222,0.277777777777778,0.277777777777778,1,1994,0,1
2010,S124,0.181818181818182,0.113636363636364,0.704545454545455,0.0555555555555556,0.0454545454545455,0.166666666666667,0.159090909090909,0.333333333333333,0.454545454545455,1,0.222222222222222,0.204545454545455,0.125,0.138888888888889,0.0833333333333333,52.3181818181818,0.888888888888889,1,0.222222222222222,0.222222222222222,1,1994,0,1
2011,S124,0.170212765957447,0.170212765957447,0.659574468085106,0.0263157894736842,0.0217391304347826,0.236842105263158,0.217391304347826,0.358974358974359,0.468085106382979,1,0.205128205128205,0.191489361702128,0.125,0.128205128205128,0.0769230769230769,51.5869565217391,0.871794871794872,0.948717948717949,0.205128205128205,0.205128205128205,1,1994,0,1
2012,S124,0.0769230769230769,0.205128205128205,0.717948717948718,0,0,0.142857142857143,0.131578947368421,0.361111111111111,0.41025641025641,1,0.222222222222222,0.205128205128205,0,0.138888888888889,0.0833333333333333,53.4736842105263,0.861111111111111,0.972222222222222,0.222222222222222,0.222222222222222,1,1994,0,1
2013,S124,0.0789473684210526,0.184210526315789,0.736842105263158,0,0,0.117647058823529,0.108108108108108,0.371428571428571,0.421052631578947,1,0.228571428571429,0.210526315789474,0,0.142857142857143,0.0857142857142857,54.8648648648649,0.857142857142857,0.971428571428571,0.228571428571429,0.228571428571429,1,1994,0,1
2014,S124,0.0833333333333333,0.194444444444444,0.722222222222222,0,0,0.125,0.114285714285714,0.393939393939394,0.444444444444444,1,0.212121212121212,0.194444444444444,0,0.151515151515152,0.0606060606060606,55.4285714285714,0.848484848484848,0.96969696969697,0.212121212121212,0.212121212121212,1,1994,0,1
2015,S124,0.09375,0.1875,0.71875,0,0,0.0357142857142857,0.032258064516129,0.413793103448276,0.4375,0.666666666666667,0.241379310344828,0.21875,0,0.172413793103448,0.0689655172413793,56.6129032258065,0.862068965517241,0.96551724137931,0.241379310344828,0.241379310344828,1,1994,0,1
2016,S124,0.147058823529412,0.0882352941176471,0.764705882352941,0.0357142857142857,0.0303030303030303,0.0714285714285714,0.0909090909090909,0.413793103448276,0.470588235294118,0.8,0.241379310344828,0.205882352941176,0,0.172413793103448,0.0689655172413793,56.4242424242424,0.862068965517241,0.96551724137931,0.241379310344828,0.241379310344828,1,1994,0,1
2017,S124,0.15625,0.09375,0.75,0.0769230769230769,0.0645161290322581,0.0769230769230769,0.0645161290322581,0.407407407407407,0.46875,0.8,0.222222222222222,0.1875,0,0.148148148148148,0.0740740740740741,57.4516129032258,0.851851851851852,0.962962962962963,0.259259259259259,0.259259259259259,1,1994,0,1
1995,S124,0.0392156862745098,0.176470588235294,0.784313725490196,0.0816326530612245,0.0784313725490196,0.142857142857143,0.137254901960784,0.285714285714286,0.274509803921569,0,0.204081632653061,0.196078431372549,0,0.102040816326531,0.102040816326531,52.5490196078431,0.836734693877551,1,0.224489795918367,0.224489795918367,1,1994,0,1
1996,S124,0.0612244897959184,0.142857142857143,0.795918367346939,0.0869565217391304,0.0816326530612245,0.130434782608696,0.122448979591837,0.282608695652174,0.26530612244898,0,0.195652173913043,0.183673469387755,0,0.0869565217391304,0.108695652173913,53.7551020408163,0.826086956521739,1,0.239130434782609,0.239130434782609,1,1994,0,1
1998,S124,0.0425531914893617,0.170212765957447,0.787234042553192,0.0888888888888889,0.0851063829787234,0.111111111111111,0.106382978723404,0.244444444444444,0.25531914893617,0.5,0.133333333333333,0.127659574468085,0,0.0666666666666667,0.0666666666666667,52.7021276595745,0.888888888888889,1,0.244444444444444,0.244444444444444,1,1994,0,1
1999,S124,0.0638297872340426,0.148936170212766,0.787234042553192,0.0681818181818182,0.0638297872340426,0.113636363636364,0.106382978723404,0.25,0.276595744680851,0.666666666666667,0.113636363636364,0.106382978723404,0,0.0681818181818182,0.0454545454545455,53.0212765957447,0.909090909090909,1,0.25,0.25,1,1994,0,1
2000,S124,0.0681818181818182,0.136363636363636,0.795454545454545,0.0731707317073171,0.0681818181818182,0.121951219512195,0.136363636363636,0.219512195121951,0.25,0.666666666666667,0.0975609756097561,0.113636363636364,0.333333333333333,0.0487804878048781,0.0487804878048781,53.8863636363636,0.902439024390244,1,0.219512195121951,0.219512195121951,1,1994,0,1
2001,S124,0.0666666666666667,0.111111111111111,0.822222222222222,0.0952380952380952,0.0888888888888889,0.119047619047619,0.133333333333333,0.19047619047619,0.244444444444444,1,0.0714285714285714,0.0666666666666667,0,0.0238095238095238,0.0476190476190476,55.0222222222222,0.904761904761905,1,0.214285714285714,0.214285714285714,1,1994,0,1
1983,S124,0,0.58974358974359,0.41025641025641,0.0256410256410256,0.0256410256410256,0.41025641025641,0.41025641025641,0.128205128205128,0.128205128205128,,0.0512820512820513,0.0512820512820513,,0.0256410256410256,0.0256410256410256,45.3846153846154,0.871794871794872,1,0.102564102564103,0.102564102564103,1,1994,0,1
1984,S124,0,0.581395348837209,0.418604651162791,0.0232558139534884,0.0232558139534884,0.418604651162791,0.418604651162791,0.116279069767442,0.116279069767442,,0.0465116279069768,0.0465116279069768,,0.0232558139534884,0.0232558139534884,45.6511627906977,0.837209302325582,1,0.0930232558139535,0.0930232558139535,1,1994,0,1
1985,S124,0,0.558139534883721,0.441860465116279,0,0,0.395348837209302,0.395348837209302,0.13953488372093,0.13953488372093,,0.0465116279069768,0.0465116279069768,,0.0232558139534884,0.0232558139534884,45.8604651162791,0.883720930232558,1,0.116279069767442,0.116279069767442,1,1994,0,1
1986,S124,0,0.425,0.575,0,0,0.375,0.375,0.2,0.2,,0.05,0.05,,0.025,0.025,47.15,0.9,1,0.125,0.125,1,1994,0,1
1987,S124,0,0.333333333333333,0.666666666666667,0,0,0.404761904761905,0.404761904761905,0.238095238095238,0.238095238095238,,0.0714285714285714,0.0714285714285714,,0.0238095238095238,0.0476190476190476,47.2142857142857,0.880952380952381,1,0.142857142857143,0.142857142857143,1,1994,0,1
1988,S124,0,0.348837209302326,0.651162790697675,0,0,0.348837209302326,0.348837209302326,0.255813953488372,0.255813953488372,,0.0697674418604651,0.0697674418604651,,0.0232558139534884,0.0465116279069768,47.7674418604651,0.883720930232558,1,0.13953488372093,0.13953488372093,1,1994,0,1
1971,S124,0,0.3,0.7,0,0,0.4,0.4,0.05,0.05,,0,0,,0,0,46.3,0.75,0.85,0,0,1,1994,0,1
1972,S124,0,0.35,0.65,0,0,0.45,0.45,0.05,0.05,,0,0,,0,0,46.25,0.7,0.85,0,0,1,1994,0,1
1973,S124,0,0.4,0.6,0.05,0.05,0.5,0.5,0.05,0.05,,0,0,,0,0,46.05,0.75,0.9,0,0,1,1994,0,1
1974,S124,0,0.5,0.5,0.0454545454545455,0.0454545454545455,0.454545454545455,0.454545454545455,0.0454545454545455,0.0454545454545455,,0,0,,0,0,45.3181818181818,0.818181818181818,0.909090909090909,0,0,1,1994,0,1
1975,S124,0,0.56,0.44,0.04,0.04,0.52,0.52,0.12,0.12,,0,0,,0,0,44.76,0.84,0.92,0,0,1,1994,0,1
1976,S124,0,0.576923076923077,0.423076923076923,0.0384615384615385,0.0384615384615385,0.384615384615385,0.384615384615385,0.115384615384615,0.115384615384615,,0,0,,0,0,45.6923076923077,0.846153846153846,0.923076923076923,0,0,1,1994,0,1
1977,S124,0,0.607142857142857,0.392857142857143,0.0714285714285714,0.0714285714285714,0.392857142857143,0.392857142857143,0.107142857142857,0.107142857142857,,0,0,,0,0,46.1428571428572,0.857142857142857,0.928571428571429,0,0,1,1994,0,1
1978,S124,0,0.636363636363636,0.363636363636364,0,0,0.409090909090909,0.409090909090909,0.136363636363636,0.136363636363636,,0,0,,0,0,44,0.909090909090909,0.954545454545455,0.0454545454545455,0.0454545454545455,1,1994,0,1
1979,S124,0,0.608695652173913,0.391304347826087,0,0,0.391304347826087,0.391304347826087,0.130434782608696,0.130434782608696,,0,0,,0,0,44.0434782608696,0.91304347826087,0.956521739130435,0.0434782608695652,0.0434782608695652,1,1994,0,1
1980,S124,0,0.478260869565217,0.521739130434783,0,0,0.304347826086957,0.304347826086957,0.130434782608696,0.130434782608696,,0,0,,0,0,44.2173913043478,0.91304347826087,1,0.0434782608695652,0.0434782608695652,1,1994,0,1
1981,S124,0,0.434782608695652,0.565217391304348,0,0,0.260869565217391,0.260869565217391,0.130434782608696,0.130434782608696,,0,0,,0,0,45.7391304347826,0.91304347826087,1,0.0869565217391304,0.0869565217391304,1,1994,0,1
1982,S124,0,0.46875,0.53125,0.03125,0.03125,0.375,0.375,0.09375,0.09375,,0.03125,0.03125,,0,0.03125,45.6875,0.875,1,0.09375,0.09375,1,1994,0,1
2011,S125,0.142857142857143,0.357142857142857,0.5,0.0638297872340426,0.0566037735849057,0.319148936170213,0.339622641509434,0.375,0.410714285714286,0.625,0.125,0.125,0.125,0.0416666666666667,0.0833333333333333,49.9433962264151,0.833333333333333,0.916666666666667,0.3125,0.3125,1,1994,0,1
1989,S125,0.03125,0.25,0.71875,0.0645161290322581,0.0625,0.290322580645161,0.3125,0.129032258064516,0.125,0,0.0645161290322581,0.0625,0,0,0.0645161290322581,46.625,0.774193548387097,0.935483870967742,0.193548387096774,0.193548387096774,1,1994,0,1
1991,S125,0.0333333333333333,0.366666666666667,0.6,0,0,0.241379310344828,0.266666666666667,0.103448275862069,0.1,0,0.103448275862069,0.1,0,0,0.103448275862069,44.9666666666667,0.793103448275862,0.931034482758621,0.241379310344828,0.241379310344828,1,1994,0,1
1992,S125,0.03125,0.40625,0.5625,0,0,0.290322580645161,0.28125,0.161290322580645,0.15625,0,0.0967741935483871,0.09375,0,0,0.0967741935483871,44.5,0.806451612903226,0.935483870967742,0.32258064516129,0.32258064516129,1,1994,0,1
1993,S125,0.03125,0.40625,0.5625,0,0,0.225806451612903,0.21875,0.161290322580645,0.15625,0,0.0967741935483871,0.09375,0,0,0.0967741935483871,45.5,0.806451612903226,0.935483870967742,0.32258064516129,0.32258064516129,1,1994,0,1
1994,S125,0,0.241379310344828,0.758620689655172,0,0,0.172413793103448,0.172413793103448,0.137931034482759,0.137931034482759,,0.0689655172413793,0.0689655172413793,,0,0.0689655172413793,46.9655172413793,0.793103448275862,0.931034482758621,0.275862068965517,0.275862068965517,1,1994,0,1
1995,S125,0,0.3125,0.6875,0,0,0.15625,0.15625,0.1875,0.1875,,0.09375,0.09375,,0.03125,0.0625,47.46875,0.8125,0.9375,0.28125,0.28125,1,1994,0,1
1996,S125,0,0.32258064516129,0.67741935483871,0,0,0.129032258064516,0.129032258064516,0.193548387096774,0.193548387096774,,0.0967741935483871,0.0967741935483871,,0.032258064516129,0.0645161290322581,48.5806451612903,0.806451612903226,0.935483870967742,0.290322580645161,0.290322580645161,1,1994,0,1
1997,S125,0,0.363636363636364,0.636363636363636,0.0303030303030303,0.0303030303030303,0.212121212121212,0.212121212121212,0.212121212121212,0.212121212121212,,0.0909090909090909,0.0909090909090909,,0.0303030303030303,0.0606060606060606,47.7272727272727,0.818181818181818,0.939393939393939,0.272727272727273,0.272727272727273,1,1994,0,1
1998,S125,0,0.354838709677419,0.645161290322581,0.032258064516129,0.032258064516129,0.129032258064516,0.129032258064516,0.225806451612903,0.225806451612903,,0.0967741935483871,0.0967741935483871,,0.032258064516129,0.0645161290322581,49.0645161290323,0.806451612903226,0.935483870967742,0.258064516129032,0.258064516129032,1,1994,0,1
1999,S125,0.0294117647058824,0.352941176470588,0.617647058823529,0.0303030303030303,0.0294117647058824,0.121212121212121,0.117647058823529,0.212121212121212,0.235294117647059,1,0.0909090909090909,0.0882352941176471,0,0.0303030303030303,0.0606060606060606,49.3529411764706,0.818181818181818,0.939393939393939,0.242424242424242,0.242424242424242,1,1994,0,1
2000,S125,0.0606060606060606,0.333333333333333,0.606060606060606,0.032258064516129,0.0303030303030303,0.161290322580645,0.151515151515152,0.225806451612903,0.242424242424242,0.5,0.0645161290322581,0.0606060606060606,0,0.032258064516129,0.032258064516129,49.969696969697,0.838709677419355,0.935483870967742,0.290322580645161,0.290322580645161,1,1994,0,1
2001,S125,0.0555555555555556,0.305555555555556,0.638888888888889,0.0294117647058824,0.0277777777777778,0.205882352941176,0.194444444444444,0.235294117647059,0.25,0.5,0.0588235294117647,0.0555555555555556,0,0.0294117647058824,0.0294117647058824,49.9444444444444,0.852941176470588,0.941176470588235,0.294117647058824,0.294117647058824,1,1994,0,1
2002,S125,0.0540540540540541,0.297297297297297,0.648648648648649,0.0285714285714286,0.027027027027027,0.228571428571429,0.216216216216216,0.257142857142857,0.27027027027027,0.5,0.0857142857142857,0.0810810810810811,0,0.0571428571428571,0.0285714285714286,50.3783783783784,0.857142857142857,0.942857142857143,0.285714285714286,0.285714285714286,1,1994,0,1
2003,S125,0.1,0.3,0.6,0.0277777777777778,0.025,0.222222222222222,0.25,0.25,0.3,0.75,0.0833333333333333,0.075,0,0.0555555555555556,0.0277777777777778,50.075,0.861111111111111,0.944444444444444,0.277777777777778,0.277777777777778,1,1994,0,1
2004,S125,0.1,0.3,0.6,0.0277777777777778,0.025,0.222222222222222,0.225,0.25,0.3,0.75,0.0833333333333333,0.075,0,0.0555555555555556,0.0277777777777778,50.8,0.861111111111111,0.944444444444444,0.25,0.25,1,1994,0,1
2005,S125,0.075,0.35,0.575,0.027027027027027,0.025,0.27027027027027,0.25,0.297297297297297,0.325,0.666666666666667,0.108108108108108,0.1,0,0.0540540540540541,0.0540540540540541,50.775,0.864864864864865,0.972972972972973,0.216216216216216,0.216216216216216,1,1994,0,1
2006,S125,0.0714285714285714,0.357142857142857,0.571428571428571,0.0256410256410256,0.0238095238095238,0.307692307692308,0.285714285714286,0.307692307692308,0.333333333333333,0.666666666666667,0.102564102564103,0.0952380952380952,0,0.0512820512820513,0.0512820512820513,50.9047619047619,0.846153846153846,0.948717948717949,0.230769230769231,0.230769230769231,1,1994,0,1
2007,S125,0.0731707317073171,0.365853658536585,0.560975609756098,0.0526315789473684,0.0487804878048781,0.315789473684211,0.292682926829268,0.289473684210526,0.317073170731707,0.666666666666667,0.105263157894737,0.0975609756097561,0,0.0526315789473684,0.0526315789473684,51.3170731707317,0.842105263157895,0.947368421052632,0.236842105263158,0.236842105263158,1,1994,0,1
2008,S125,0.0731707317073171,0.317073170731707,0.609756097560976,0.0540540540540541,0.05,0.297297297297297,0.275,0.315789473684211,0.341463414634146,0.666666666666667,0.0789473684210526,0.0731707317073171,0,0.0263157894736842,0.0526315789473684,51.5,0.81578947368421,0.921052631578947,0.263157894736842,0.263157894736842,1,1994,0,1
2009,S125,0.111111111111111,0.355555555555556,0.533333333333333,0.0256410256410256,0.0238095238095238,0.307692307692308,0.285714285714286,0.35,0.4,0.8,0.125,0.111111111111111,0,0.05,0.075,50.6428571428572,0.8,0.925,0.3,0.3,1,1994,0,1
2010,S125,0.153846153846154,0.365384615384615,0.480769230769231,0.0476190476190476,0.0416666666666667,0.285714285714286,0.3125,0.386363636363636,0.423076923076923,0.625,0.113636363636364,0.115384615384615,0.125,0.0454545454545455,0.0681818181818182,49.5208333333333,0.795454545454545,0.886363636363636,0.295454545454545,0.295454545454545,1,1994,0,1
2012,S125,0.150943396226415,0.415094339622642,0.433962264150943,0.0454545454545455,0.04,0.363636363636364,0.38,0.377777777777778,0.415094339622642,0.625,0.111111111111111,0.113207547169811,0.125,0.0444444444444444,0.0666666666666667,49.64,0.844444444444445,0.933333333333333,0.288888888888889,0.288888888888889,1,1994,0,1
2013,S125,0.155555555555556,0.377777777777778,0.466666666666667,0,0,0.27027027027027,0.261904761904762,0.368421052631579,0.422222222222222,0.714285714285714,0.0526315789473684,0.0666666666666667,0.142857142857143,0,0.0526315789473684,50.7619047619048,0.842105263157895,0.921052631578947,0.263157894736842,0.263157894736842,1,1994,0,1
2014,S125,0.152173913043478,0.391304347826087,0.456521739130435,0.0263157894736842,0.0232558139534884,0.210526315789474,0.209302325581395,0.384615384615385,0.434782608695652,0.714285714285714,0.0769230769230769,0.0869565217391304,0.142857142857143,0.0256410256410256,0.0512820512820513,51.8837209302326,0.846153846153846,0.923076923076923,0.256410256410256,0.256410256410256,1,1994,0,1
2015,S125,0.148936170212766,0.361702127659575,0.48936170212766,0.0512820512820513,0.0454545454545455,0.153846153846154,0.159090909090909,0.4,0.446808510638298,0.714285714285714,0.075,0.0851063829787234,0.142857142857143,0.025,0.05,52.5909090909091,0.825,0.925,0.275,0.275,1,1994,0,1
1990,S125,0.0344827586206897,0.310344827586207,0.655172413793103,0,0,0.285714285714286,0.310344827586207,0.0714285714285714,0.0689655172413793,0,0.107142857142857,0.103448275862069,0,0,0.107142857142857,44.7241379310345,0.821428571428571,0.928571428571429,0.214285714285714,0.214285714285714,1,1994,0,1
1976,S125,0,0.535714285714286,0.464285714285714,0.0357142857142857,0.0357142857142857,0.571428571428571,0.571428571428571,0.0714285714285714,0.0714285714285714,,0,0,,0,0,43.1785714285714,0.785714285714286,0.964285714285714,0.178571428571429,0.178571428571429,1,1994,0,1
