year,schoolID,propClinical,propJunior,propSenior,over70,over70Clinical,under40,under40Clinical,female,femaleClinical,femaleClinicalOnly,minority,minorityClinical,minorityClinicalOnly,minorityFemale,minorityMale,age,propCollegeDeg,propLawDeg,propAdvLawDeg,propGradDeg,private,uncappedYear,HBCU,continental
2003,S55,0.03125,0.25,0.71875,0.0967741935483871,0.09375,0.0645161290322581,0.0625,0.419354838709677,0.4375,1,0.225806451612903,0.21875,0,0.161290322580645,0.0645161290322581,55.1875,0.935483870967742,0.935483870967742,0.225806451612903,0.225806451612903,1,1994,0,1
2004,S55,0.0294117647058824,0.235294117647059,0.735294117647059,0.121212121212121,0.117647058823529,0.0606060606060606,0.0588235294117647,0.393939393939394,0.411764705882353,1,0.272727272727273,0.264705882352941,0,0.151515151515152,0.121212121212121,56.3823529411765,0.909090909090909,0.909090909090909,0.242424242424242,0.242424242424242,1,1994,0,1
2005,S55,0.0277777777777778,0.277777777777778,0.694444444444445,0.142857142857143,0.138888888888889,0.0571428571428571,0.0555555555555556,0.4,0.416666666666667,1,0.257142857142857,0.25,0,0.142857142857143,0.114285714285714,56.5555555555556,0.914285714285714,0.914285714285714,0.285714285714286,0.285714285714286,1,1994,0,1
2006,S55,0,0.333333333333333,0.666666666666667,0.138888888888889,0.138888888888889,0.0833333333333333,0.0833333333333333,0.361111111111111,0.361111111111111,,0.25,0.25,,0.111111111111111,0.138888888888889,56.5277777777778,0.916666666666667,0.916666666666667,0.333333333333333,0.333333333333333,1,1994,0,1
2007,S55,0,0.324324324324324,0.675675675675676,0.108108108108108,0.108108108108108,0.0540540540540541,0.0540540540540541,0.405405405405405,0.405405405405405,,0.243243243243243,0.243243243243243,,0.108108108108108,0.135135135135135,57.027027027027,0.945945945945946,0.918918918918919,0.324324324324324,0.324324324324324,1,1994,0,1
2008,S55,0,0.305555555555556,0.694444444444445,0.111111111111111,0.111111111111111,0.0833333333333333,0.0833333333333333,0.416666666666667,0.416666666666667,,0.166666666666667,0.166666666666667,,0.0833333333333333,0.0833333333333333,56.6666666666667,0.944444444444444,0.944444444444444,0.305555555555556,0.305555555555556,1,1994,0,1
2009,S55,0,0.342105263157895,0.657894736842105,0.184210526315789,0.184210526315789,0.105263157894737,0.105263157894737,0.447368421052632,0.447368421052632,,0.210526315789474,0.210526315789474,,0.105263157894737,0.105263157894737,56.7368421052632,0.921052631578947,0.947368421052632,0.289473684210526,0.289473684210526,1,1994,0,1
2010,S55,0,0.418604651162791,0.581395348837209,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.465116279069768,0.465116279069768,,0.162790697674419,0.162790697674419,,0.0697674418604651,0.0930232558139535,55.6428571428572,0.906976744186047,0.953488372093023,0.27906976744186,0.27906976744186,1,1994,0,1
2011,S55,0,0.372093023255814,0.627906976744186,0.166666666666667,0.166666666666667,0.119047619047619,0.119047619047619,0.465116279069768,0.465116279069768,,0.162790697674419,0.162790697674419,,0.0697674418604651,0.0930232558139535,56.6428571428572,0.906976744186047,0.953488372093023,0.27906976744186,0.27906976744186,1,1994,0,1
2012,S55,0,0.352941176470588,0.647058823529412,0.181818181818182,0.181818181818182,0.0909090909090909,0.0909090909090909,0.441176470588235,0.441176470588235,,0.176470588235294,0.176470588235294,,0.0882352941176471,0.0882352941176471,57.0909090909091,0.911764705882353,0.970588235294118,0.323529411764706,0.323529411764706,1,1994,0,1
2013,S55,0,0.352941176470588,0.647058823529412,0.181818181818182,0.181818181818182,0.0909090909090909,0.0909090909090909,0.441176470588235,0.441176470588235,,0.176470588235294,0.176470588235294,,0.0882352941176471,0.0882352941176471,58.0909090909091,0.911764705882353,0.970588235294118,0.323529411764706,0.323529411764706,1,1994,0,1
2014,S55,0,0.352941176470588,0.647058823529412,0.151515151515152,0.151515151515152,0.0606060606060606,0.0606060606060606,0.470588235294118,0.470588235294118,,0.176470588235294,0.176470588235294,,0.0882352941176471,0.0882352941176471,58.6060606060606,0.911764705882353,0.970588235294118,0.323529411764706,0.323529411764706,1,1994,0,1
2015,S55,0,0.285714285714286,0.714285714285714,0.147058823529412,0.147058823529412,0.0882352941176471,0.0882352941176471,0.514285714285714,0.514285714285714,,0.171428571428571,0.171428571428571,,0.0857142857142857,0.0857142857142857,59.0588235294118,0.914285714285714,0.971428571428571,0.314285714285714,0.314285714285714,1,1994,0,1
2016,S55,0,0.257142857142857,0.742857142857143,0.205882352941176,0.205882352941176,0,0,0.514285714285714,0.514285714285714,,0.171428571428571,0.171428571428571,,0.0857142857142857,0.0857142857142857,60.0588235294118,0.914285714285714,0.971428571428571,0.314285714285714,0.314285714285714,1,1994,0,1
2017,S55,0,0.264705882352941,0.735294117647059,0.212121212121212,0.212121212121212,0,0,0.529411764705882,0.529411764705882,,0.147058823529412,0.147058823529412,,0.0882352941176471,0.0588235294117647,60.9393939393939,0.911764705882353,0.970588235294118,0.294117647058824,0.294117647058824,1,1994,0,1
1998,S56,0.111111111111111,0.296296296296296,0.592592592592593,0.0416666666666667,0.037037037037037,0.125,0.111111111111111,0.25,0.259259259259259,0.333333333333333,0.0833333333333333,0.0740740740740741,0,0,0.0833333333333333,52.4814814814815,0.875,0.958333333333333,0.333333333333333,0.333333333333333,1,1994,0,1
2003,S56,0.0714285714285714,0.357142857142857,0.571428571428571,0.0384615384615385,0.0357142857142857,0.0384615384615385,0.0357142857142857,0.346153846153846,0.357142857142857,0.5,0.0769230769230769,0.0714285714285714,0,0.0384615384615385,0.0384615384615385,53.6785714285714,0.923076923076923,1,0.230769230769231,0.230769230769231,1,1994,0,1
2004,S56,0.037037037037037,0.444444444444444,0.518518518518519,0.0384615384615385,0.037037037037037,0.0384615384615385,0.037037037037037,0.384615384615385,0.407407407407407,1,0.0769230769230769,0.0740740740740741,0,0.0384615384615385,0.0384615384615385,53.1481481481482,0.961538461538461,1,0.230769230769231,0.230769230769231,1,1994,0,1
1991,S56,0,0.5,0.5,0,0,0.277777777777778,0.277777777777778,0.277777777777778,0.277777777777778,,0.0555555555555556,0.0555555555555556,,0,0.0555555555555556,46.3333333333333,0.888888888888889,0.944444444444444,0.222222222222222,0.222222222222222,1,1994,0,1
1992,S56,0.125,0.416666666666667,0.458333333333333,0,0,0.285714285714286,0.25,0.285714285714286,0.291666666666667,0.333333333333333,0.0952380952380952,0.0833333333333333,0,0,0.0952380952380952,46.9583333333333,0.904761904761905,0.952380952380952,0.285714285714286,0.285714285714286,1,1994,0,1
1993,S56,0.125,0.375,0.5,0,0,0.0952380952380952,0.0833333333333333,0.285714285714286,0.291666666666667,0.333333333333333,0.0952380952380952,0.0833333333333333,0,0,0.0952380952380952,47.9583333333333,0.904761904761905,0.952380952380952,0.285714285714286,0.285714285714286,1,1994,0,1
1994,S56,0.12,0.36,0.52,0,0,0.136363636363636,0.12,0.272727272727273,0.28,0.333333333333333,0.0909090909090909,0.08,0,0,0.0909090909090909,49.2,0.909090909090909,0.954545454545455,0.272727272727273,0.272727272727273,1,1994,0,1
1995,S56,0.111111111111111,0.37037037037037,0.518518518518519,0.0416666666666667,0.0384615384615385,0.125,0.115384615384615,0.25,0.259259259259259,0.333333333333333,0.0833333333333333,0.0740740740740741,0,0,0.0833333333333333,49.5769230769231,0.875,0.958333333333333,0.291666666666667,0.291666666666667,1,1994,0,1
1996,S56,0.115384615384615,0.346153846153846,0.538461538461538,0.0434782608695652,0.04,0.130434782608696,0.12,0.260869565217391,0.269230769230769,0.333333333333333,0.0434782608695652,0.0384615384615385,0,0,0.0434782608695652,50.92,0.869565217391304,0.956521739130435,0.304347826086957,0.304347826086957,1,1994,0,1
1997,S56,0.148148148148148,0.333333333333333,0.518518518518519,0.0434782608695652,0.0384615384615385,0.130434782608696,0.115384615384615,0.260869565217391,0.259259259259259,0.25,0.0434782608695652,0.037037037037037,0,0,0.0434782608695652,51.5769230769231,0.869565217391304,0.956521739130435,0.304347826086957,0.304347826086957,1,1994,0,1
1999,S56,0.125,0.208333333333333,0.666666666666667,0.0952380952380952,0.0833333333333333,0.0952380952380952,0.0833333333333333,0.285714285714286,0.291666666666667,0.333333333333333,0.0476190476190476,0.0416666666666667,0,0,0.0476190476190476,53.9583333333333,0.904761904761905,0.952380952380952,0.285714285714286,0.285714285714286,1,1994,0,1
2000,S56,0.115384615384615,0.269230769230769,0.615384615384615,0.0869565217391304,0.0769230769230769,0.0869565217391304,0.0769230769230769,0.304347826086957,0.307692307692308,0.333333333333333,0.0869565217391304,0.0769230769230769,0,0,0.0869565217391304,54.0769230769231,0.869565217391304,0.91304347826087,0.347826086956522,0.347826086956522,1,1994,0,1
2001,S56,0.115384615384615,0.230769230769231,0.653846153846154,0.0869565217391304,0.0769230769230769,0.0434782608695652,0.0384615384615385,0.304347826086957,0.307692307692308,0.333333333333333,0.0434782608695652,0.0384615384615385,0,0,0.0434782608695652,55.0384615384616,0.91304347826087,0.91304347826087,0.304347826086957,0.304347826086957,1,1994,0,1
2002,S56,0.0740740740740741,0.296296296296296,0.62962962962963,0.08,0.0740740740740741,0,0,0.32,0.333333333333333,0.5,0.08,0.0740740740740741,0,0.04,0.04,55.1851851851852,0.88,0.92,0.28,0.28,1,1994,0,1
2005,S56,0.0357142857142857,0.464285714285714,0.5,0.037037037037037,0.0357142857142857,0.037037037037037,0.0357142857142857,0.444444444444444,0.464285714285714,1,0.0740740740740741,0.0714285714285714,0,0.0740740740740741,0,52.8214285714286,0.888888888888889,1,0.296296296296296,0.296296296296296,1,1994,0,1
2006,S56,0.0666666666666667,0.433333333333333,0.5,0.0357142857142857,0.0333333333333333,0.0357142857142857,0.0333333333333333,0.464285714285714,0.466666666666667,0.5,0.107142857142857,0.1,0,0.0714285714285714,0.0357142857142857,52.7666666666667,0.821428571428571,1,0.285714285714286,0.285714285714286,1,1994,0,1
2007,S56,0.0666666666666667,0.433333333333333,0.5,0.0357142857142857,0.0333333333333333,0.0357142857142857,0.0333333333333333,0.464285714285714,0.466666666666667,0.5,0.107142857142857,0.1,0,0.0714285714285714,0.0357142857142857,53.3,0.821428571428571,1,0.321428571428571,0.321428571428571,1,1994,0,1
2008,S56,0.0645161290322581,0.451612903225806,0.483870967741936,0.0344827586206897,0.032258064516129,0.0344827586206897,0.032258064516129,0.448275862068966,0.451612903225806,0.5,0.137931034482759,0.129032258064516,0,0.0689655172413793,0.0689655172413793,54.0645161290323,0.793103448275862,1,0.310344827586207,0.310344827586207,1,1994,0,1
2009,S56,0.0645161290322581,0.483870967741936,0.451612903225806,0.0714285714285714,0.0666666666666667,0.0357142857142857,0.0333333333333333,0.482758620689655,0.483870967741936,0.5,0.137931034482759,0.129032258064516,0,0.0689655172413793,0.0689655172413793,54.4,0.758620689655172,0.96551724137931,0.310344827586207,0.310344827586207,1,1994,0,1
2010,S56,0.0689655172413793,0.482758620689655,0.448275862068966,0.0384615384615385,0.0357142857142857,0.115384615384615,0.107142857142857,0.444444444444444,0.448275862068966,0.5,0.148148148148148,0.137931034482759,0,0.0740740740740741,0.0740740740740741,52.75,0.703703703703704,0.962962962962963,0.37037037037037,0.37037037037037,1,1994,0,1
2011,S56,0.0714285714285714,0.464285714285714,0.464285714285714,0.04,0.037037037037037,0.08,0.0740740740740741,0.5,0.5,0.5,0.115384615384615,0.107142857142857,0,0.0769230769230769,0.0384615384615385,53.7777777777778,0.730769230769231,0.961538461538461,0.384615384615385,0.384615384615385,1,1994,0,1
2012,S56,0.0384615384615385,0.5,0.461538461538462,0.0416666666666667,0.04,0.125,0.12,0.52,0.538461538461538,1,0.16,0.153846153846154,0,0.12,0.04,53.68,0.76,0.96,0.4,0.4,1,1994,0,1
2013,S56,0.04,0.48,0.48,0,0,0.130434782608696,0.125,0.541666666666667,0.56,1,0.166666666666667,0.16,0,0.125,0.0416666666666667,53.875,0.75,0.958333333333333,0.416666666666667,0.416666666666667,1,1994,0,1
2014,S56,0.0384615384615385,0.461538461538462,0.5,0,0,0.125,0.12,0.52,0.538461538461538,1,0.16,0.153846153846154,0,0.12,0.04,54.8,0.76,0.92,0.4,0.4,1,1994,0,1
2015,S56,0.0384615384615385,0.423076923076923,0.538461538461538,0,0,0.125,0.12,0.52,0.538461538461538,1,0.16,0.153846153846154,0,0.12,0.04,55.8,0.76,0.92,0.4,0.4,1,1994,0,1
2016,S56,0.04,0.44,0.52,0,0,0.0869565217391304,0.0833333333333333,0.541666666666667,0.56,1,0.166666666666667,0.16,0,0.125,0.0416666666666667,56.25,0.75,0.916666666666667,0.375,0.375,1,1994,0,1
2017,S56,0.0416666666666667,0.458333333333333,0.5,0,0,0.0909090909090909,0.0869565217391304,0.521739130434783,0.541666666666667,1,0.173913043478261,0.166666666666667,0,0.130434782608696,0.0434782608695652,56.9130434782609,0.739130434782609,0.91304347826087,0.391304347826087,0.391304347826087,1,1994,0,1
1971,S56,0,0.6,0.4,0,0,0.5,0.5,0,0,,0.1,0.1,,0,0.1,44.7,0.7,0.9,0.2,0.2,1,1994,0,1
1972,S56,0,0.692307692307692,0.307692307692308,0.0769230769230769,0.0769230769230769,0.615384615384615,0.615384615384615,0,0,,0.0769230769230769,0.0769230769230769,,0,0.0769230769230769,42.6923076923077,0.692307692307692,0.923076923076923,0.153846153846154,0.153846153846154,1,1994,0,1
1973,S56,0,0.647058823529412,0.352941176470588,0.0625,0.0625,0.5625,0.5625,0.117647058823529,0.117647058823529,,0.0588235294117647,0.0588235294117647,,0,0.0588235294117647,44.25,0.705882352941177,0.882352941176471,0.176470588235294,0.176470588235294,1,1994,0,1
1974,S56,0,0.681818181818182,0.318181818181818,0.0454545454545455,0.0454545454545455,0.5,0.5,0.0454545454545455,0.0454545454545455,,0.0454545454545455,0.0454545454545455,,0,0.0454545454545455,44.4545454545455,0.863636363636364,0.909090909090909,0.181818181818182,0.181818181818182,1,1994,0,1
1975,S56,0,0.769230769230769,0.230769230769231,0,0,0.653846153846154,0.653846153846154,0.0384615384615385,0.0384615384615385,,0.0384615384615385,0.0384615384615385,,0,0.0384615384615385,41.1538461538462,0.846153846153846,0.923076923076923,0.115384615384615,0.115384615384615,1,1994,0,1
1976,S56,0,0.703703703703704,0.296296296296296,0,0,0.62962962962963,0.62962962962963,0,0,,0.037037037037037,0.037037037037037,,0,0.037037037037037,42.4814814814815,0.814814814814815,0.925925925925926,0.111111111111111,0.111111111111111,1,1994,0,1
1977,S56,0.037037037037037,0.703703703703704,0.259259259259259,0,0,0.653846153846154,0.62962962962963,0.0769230769230769,0.111111111111111,1,0.0384615384615385,0.037037037037037,0,0,0.0384615384615385,42.9259259259259,0.846153846153846,0.961538461538461,0.0769230769230769,0.0769230769230769,1,1994,0,1
1978,S56,0.04,0.6,0.36,0.0416666666666667,0.04,0.625,0.6,0.0416666666666667,0.08,1,0.0416666666666667,0.04,0,0,0.0416666666666667,44.68,0.833333333333333,0.958333333333333,0.0833333333333333,0.0833333333333333,1,1994,0,1
1979,S56,0.037037037037037,0.518518518518519,0.444444444444444,0.0384615384615385,0.037037037037037,0.692307692307692,0.666666666666667,0.115384615384615,0.148148148148148,1,0.0384615384615385,0.037037037037037,0,0,0.0384615384615385,43.7407407407407,0.846153846153846,0.961538461538461,0.115384615384615,0.115384615384615,1,1994,0,1
1980,S56,0.0454545454545455,0.409090909090909,0.545454545454545,0.0952380952380952,0.0909090909090909,0.523809523809524,0.5,0.0952380952380952,0.136363636363636,1,0.0476190476190476,0.0454545454545455,0,0,0.0476190476190476,46.4090909090909,0.80952380952381,0.952380952380952,0.142857142857143,0.142857142857143,1,1994,0,1
1981,S56,0.0869565217391304,0.347826086956522,0.565217391304348,0.0952380952380952,0.0909090909090909,0.476190476190476,0.454545454545455,0.142857142857143,0.173913043478261,0.5,0.0476190476190476,0.0434782608695652,0,0,0.0476190476190476,45.9545454545455,0.80952380952381,0.952380952380952,0.0952380952380952,0.0952380952380952,1,1994,0,1
1982,S56,0,0.380952380952381,0.619047619047619,0.0952380952380952,0.0952380952380952,0.428571428571429,0.428571428571429,0.142857142857143,0.142857142857143,,0.0476190476190476,0.0476190476190476,,0,0.0476190476190476,46.2857142857143,0.80952380952381,0.952380952380952,0.0952380952380952,0.0952380952380952,1,1994,0,1
1983,S56,0,0.523809523809524,0.476190476190476,0,0,0.285714285714286,0.285714285714286,0.19047619047619,0.19047619047619,,0.0476190476190476,0.0476190476190476,,0,0.0476190476190476,44.1428571428571,0.80952380952381,0.904761904761905,0.0476190476190476,0.0476190476190476,1,1994,0,1
1984,S56,0,0.523809523809524,0.476190476190476,0,0,0.25,0.25,0.19047619047619,0.19047619047619,,0.0476190476190476,0.0476190476190476,,0,0.0476190476190476,45.3,0.761904761904762,0.857142857142857,0.0476190476190476,0.0476190476190476,1,1994,0,1
1985,S56,0,0.45,0.55,0.0526315789473684,0.0526315789473684,0.210526315789474,0.210526315789474,0.2,0.2,,0.05,0.05,,0,0.05,46.7894736842105,0.75,0.85,0.05,0.05,1,1994,0,1
1986,S56,0,0.411764705882353,0.588235294117647,0.0588235294117647,0.0588235294117647,0.176470588235294,0.176470588235294,0.235294117647059,0.235294117647059,,0.0588235294117647,0.0588235294117647,,0,0.0588235294117647,48.5294117647059,0.764705882352941,0.882352941176471,0.0588235294117647,0.0588235294117647,1,1994,0,1
1987,S56,0,0.4,0.6,0,0,0.133333333333333,0.133333333333333,0.266666666666667,0.266666666666667,,0.0666666666666667,0.0666666666666667,,0,0.0666666666666667,48.3333333333333,0.733333333333333,0.866666666666667,0.0666666666666667,0.0666666666666667,1,1994,0,1
1988,S56,0,0.375,0.625,0,0,0.125,0.125,0.25,0.25,,0.0625,0.0625,,0,0.0625,48.5,0.75,0.875,0.0625,0.0625,1,1994,0,1
1989,S56,0,0.470588235294118,0.529411764705882,0,0,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,,0.0588235294117647,0.0588235294117647,,0,0.0588235294117647,46.3529411764706,0.882352941176471,0.941176470588235,0.117647058823529,0.117647058823529,1,1994,0,1
1990,S56,0,0.470588235294118,0.529411764705882,0,0,0.176470588235294,0.176470588235294,0.294117647058824,0.294117647058824,,0.0588235294117647,0.0588235294117647,,0,0.0588235294117647,47.3529411764706,0.882352941176471,0.941176470588235,0.117647058823529,0.117647058823529,1,1994,0,1
2001,S57,0,0.10126582278481,0.89873417721519,0.128205128205128,0.128205128205128,0.166666666666667,0.166666666666667,0.20253164556962,0.20253164556962,,0.113924050632911,0.113924050632911,,0.0253164556962025,0.0886075949367089,53.3076923076923,0.974683544303798,0.936708860759494,0.632911392405063,0.632911392405063,1,1994,0,1
2002,S57,0.215686274509804,0.0980392156862745,0.686274509803922,0.151898734177215,0.122448979591837,0.164556962025316,0.183673469387755,0.1875,0.303921568627451,0.727272727272727,0.125,0.186274509803922,0.409090909090909,0.025,0.1,51.8469387755102,0.975,0.9375,0.625,0.625,1,1994,0,1
2003,S57,0.207920792079208,0.099009900990099,0.693069306930693,0.151898734177215,0.123711340206186,0.164556962025316,0.185567010309278,0.1875,0.297029702970297,0.714285714285714,0.125,0.188118811881188,0.428571428571429,0.025,0.1,52.7938144329897,0.975,0.9375,0.625,0.625,1,1994,0,1
2004,S57,0.21,0.07,0.72,0.166666666666667,0.134020618556701,0.128205128205128,0.164948453608247,0.164556962025316,0.26,0.619047619047619,0.113924050632911,0.16,0.333333333333333,0.0253164556962025,0.0886075949367089,53.6494845360825,0.974683544303798,0.936708860759494,0.645569620253165,0.645569620253165,1,1994,0,1
2005,S57,0.18,0.07,0.75,0.148148148148148,0.122448979591837,0.135802469135802,0.153061224489796,0.207317073170732,0.28,0.611111111111111,0.121951219512195,0.16,0.333333333333333,0.0365853658536585,0.0853658536585366,53.6224489795918,0.963414634146341,0.926829268292683,0.634146341463415,0.634146341463415,1,1994,0,1
2006,S57,0.204081632653061,0.0408163265306122,0.755102040816326,0.12987012987013,0.103092783505155,0.12987012987013,0.164948453608247,0.17948717948718,0.244897959183673,0.5,0.115384615384615,0.13265306122449,0.2,0.0256410256410256,0.0897435897435897,53.4742268041237,0.961538461538461,0.935897435897436,0.628205128205128,0.628205128205128,1,1994,0,1
2007,S57,0.20952380952381,0.0666666666666667,0.714285714285714,0.0987654320987654,0.0776699029126214,0.185185185185185,0.223300970873786,0.207317073170732,0.257142857142857,0.454545454545455,0.121951219512195,0.133333333333333,0.181818181818182,0.0365853658536585,0.0853658536585366,51.9902912621359,0.963414634146341,0.926829268292683,0.609756097560976,0.609756097560976,1,1994,0,1
2008,S57,0.189189189189189,0.0900900900900901,0.720720720720721,0.112359550561798,0.0925925925925926,0.202247191011236,0.231481481481482,0.2,0.234234234234234,0.380952380952381,0.111111111111111,0.126126126126126,0.19047619047619,0.0333333333333333,0.0777777777777778,51.7314814814815,0.955555555555556,0.933333333333333,0.6,0.6,1,1994,0,1
2009,S57,0.205128205128205,0.0854700854700855,0.70940170940171,0.130434782608696,0.106194690265487,0.173913043478261,0.20353982300885,0.193548387096774,0.239316239316239,0.416666666666667,0.10752688172043,0.11965811965812,0.166666666666667,0.032258064516129,0.0752688172043011,52.5132743362832,0.956989247311828,0.935483870967742,0.612903225806452,0.612903225806452,1,1994,0,1
1997,S57,0,0.136986301369863,0.863013698630137,0.0555555555555556,0.0555555555555556,0.166666666666667,0.166666666666667,0.150684931506849,0.150684931506849,,0.10958904109589,0.10958904109589,,0.0136986301369863,0.0958904109589041,51.7916666666667,0.972602739726027,0.945205479452055,0.698630136986301,0.698630136986301,1,1994,0,1
1998,S57,0,0.08,0.92,0.08,0.08,0.146666666666667,0.146666666666667,0.173333333333333,0.173333333333333,,0.12,0.12,,0.0266666666666667,0.0933333333333333,52.32,0.986666666666667,0.96,0.693333333333333,0.693333333333333,1,1994,0,1
1999,S57,0,0.103896103896104,0.896103896103896,0.103896103896104,0.103896103896104,0.155844155844156,0.155844155844156,0.168831168831169,0.168831168831169,,0.116883116883117,0.116883116883117,,0.025974025974026,0.0909090909090909,52.7272727272727,0.987012987012987,0.948051948051948,0.688311688311688,0.688311688311688,1,1994,0,1
2010,S57,0.176991150442478,0.079646017699115,0.743362831858407,0.141304347826087,0.12037037037037,0.16304347826087,0.185185185185185,0.204301075268817,0.247787610619469,0.45,0.118279569892473,0.123893805309735,0.15,0.0430107526881721,0.0752688172043011,53.7314814814815,0.956989247311828,0.935483870967742,0.602150537634409,0.602150537634409,1,1994,0,1
2011,S57,0.146788990825688,0.073394495412844,0.779816513761468,0.16304347826087,0.142857142857143,0.152173913043478,0.161904761904762,0.193548387096774,0.220183486238532,0.375,0.118279569892473,0.119266055045872,0.125,0.0430107526881721,0.0752688172043011,54.6857142857143,0.967741935483871,0.935483870967742,0.602150537634409,0.602150537634409,1,1994,0,1
2012,S57,0.105769230769231,0.0673076923076923,0.826923076923077,0.184782608695652,0.168316831683168,0.130434782608696,0.138613861386139,0.193548387096774,0.192307692307692,0.181818181818182,0.129032258064516,0.134615384615385,0.181818181818182,0.0537634408602151,0.0752688172043011,56.1089108910891,0.967741935483871,0.935483870967742,0.602150537634409,0.602150537634409,1,1994,0,1
2013,S57,0.11,0.05,0.84,0.181818181818182,0.164948453608247,0.125,0.123711340206186,0.202247191011236,0.2,0.181818181818182,0.134831460674157,0.14,0.181818181818182,0.0561797752808989,0.0786516853932584,56.7113402061856,0.966292134831461,0.932584269662921,0.595505617977528,0.595505617977528,1,1994,0,1
2014,S57,0.132075471698113,0.0566037735849057,0.811320754716981,0.186813186813187,0.166666666666667,0.10989010989011,0.117647058823529,0.239130434782609,0.245283018867925,0.285714285714286,0.152173913043478,0.150943396226415,0.142857142857143,0.0760869565217391,0.0760869565217391,56.3725490196079,0.956521739130435,0.934782608695652,0.586956521739131,0.586956521739131,1,1994,0,1
2015,S57,0.12037037037037,0.0833333333333333,0.796296296296296,0.191489361702128,0.173076923076923,0.074468085106383,0.0961538461538462,0.263157894736842,0.268518518518519,0.307692307692308,0.147368421052632,0.138888888888889,0.0769230769230769,0.0631578947368421,0.0842105263157895,56.0480769230769,0.947368421052632,0.936842105263158,0.589473684210526,0.589473684210526,1,1994,0,1
2016,S57,0.138888888888889,0.0555555555555556,0.796296296296296,0.208791208791209,0.184466019417476,0.0659340659340659,0.087378640776699,0.25,0.277777777777778,0.466666666666667,0.152173913043478,0.138888888888889,0.0666666666666667,0.0652173913043478,0.0869565217391304,56.7864077669903,0.956521739130435,0.934782608695652,0.586956521739131,0.586956521739131,1,1994,0,1
2017,S57,0.153153153153153,0.0540540540540541,0.783783783783784,0.206521739130435,0.19047619047619,0.0652173913043478,0.0761904761904762,0.279569892473118,0.306306306306306,0.470588235294118,0.161290322580645,0.144144144144144,0.0588235294117647,0.0752688172043011,0.0860215053763441,57.2666666666667,0.946236559139785,0.946236559139785,0.56989247311828,0.56989247311828,1,1994,0,1
1991,S57,0.0153846153846154,0.0769230769230769,0.907692307692308,0.0161290322580645,0.0161290322580645,0.241935483870968,0.241935483870968,0.078125,0.0769230769230769,0,0.09375,0.0923076923076923,0,0,0.09375,51.1129032258065,0.9375,0.921875,0.734375,0.734375,1,1994,0,1
1992,S57,0.0147058823529412,0.117647058823529,0.867647058823529,0.0307692307692308,0.0307692307692308,0.292307692307692,0.292307692307692,0.104477611940299,0.102941176470588,0,0.0895522388059701,0.0882352941176471,0,0,0.0895522388059701,49.7076923076923,0.955223880597015,0.925373134328358,0.716417910447761,0.716417910447761,1,1994,0,1
1993,S57,0.0298507462686567,0.119402985074627,0.850746268656716,0,0,0.26984126984127,0.265625,0.0923076923076923,0.104477611940299,0.5,0.0923076923076923,0.0895522388059701,0,0,0.0923076923076923,49.734375,0.953846153846154,0.938461538461539,0.707692307692308,0.707692307692308,1,1994,0,1
1994,S57,0.0144927536231884,0.130434782608696,0.855072463768116,0.0151515151515152,0.0151515151515152,0.272727272727273,0.272727272727273,0.132352941176471,0.130434782608696,0,0.0882352941176471,0.0869565217391304,0,0,0.0882352941176471,49.8333333333333,0.955882352941176,0.941176470588235,0.705882352941177,0.705882352941177,1,1994,0,1
1995,S57,0,0.128571428571429,0.871428571428572,0.0289855072463768,0.0289855072463768,0.202898550724638,0.202898550724638,0.157142857142857,0.157142857142857,,0.114285714285714,0.114285714285714,,0.0142857142857143,0.1,50.4492753623189,0.971428571428571,0.957142857142857,0.7,0.7,1,1994,0,1
1996,S57,0,0.126760563380282,0.873239436619718,0.0285714285714286,0.0285714285714286,0.171428571428571,0.171428571428571,0.154929577464789,0.154929577464789,,0.112676056338028,0.112676056338028,,0.0140845070422535,0.0985915492957746,51.2857142857143,0.971830985915493,0.943661971830986,0.704225352112676,0.704225352112676,1,1994,0,1
2000,S57,0,0.128205128205128,0.871794871794872,0.102564102564103,0.102564102564103,0.17948717948718,0.17948717948718,0.192307692307692,0.192307692307692,,0.128205128205128,0.128205128205128,,0.0256410256410256,0.102564102564103,52.3717948717949,0.987179487179487,0.948717948717949,0.653846153846154,0.653846153846154,1,1994,0,1
1971,S57,0,0.120689655172414,0.879310344827586,0,0,0.258620689655172,0.258620689655172,0,0,,0,0,,0,0,48,0.896551724137931,0.913793103448276,0.741379310344828,0.741379310344828,1,1994,0,1
1972,S57,0,0.0967741935483871,0.903225806451613,0.0161290322580645,0.0161290322580645,0.258064516129032,0.258064516129032,0.032258064516129,0.032258064516129,,0.0161290322580645,0.0161290322580645,,0,0.0161290322580645,48,0.903225806451613,0.919354838709677,0.741935483870968,0.741935483870968,1,1994,0,1
1973,S57,0.104477611940299,0.0895522388059701,0.805970149253731,0,0,0.266666666666667,0.343283582089552,0.0333333333333333,0.0746268656716418,0.428571428571429,0.0166666666666667,0.0149253731343284,0,0,0.0166666666666667,45.910447761194,0.9,0.916666666666667,0.8,0.8,1,1994,0,1
